,Premises - NL,Conclusions - NL,Truth Values,Premises - FOL,Conclusions - FOL,Comments,Verified by Prover
33,"Joseph Kmak was born in Napa.
Joseph Kmak was a professional baseball player.
Professional baseball players play in the MLB.
People born in California are Americans.
Americans are not Germans.","Joseph Kmak is German.
Joseph Kmak played in the MLB.
Joseph Kmak was a catcher","U
T
U","BornIn(josephKmak, napa)
ProfessionalBaseballPlayer(josephKmak)
∀x (ProfessionalBaseballPlayer(x) → PlayInMLB(x))
∀x (BornIn(x, california) → Nationality(x, american))
∀x (Nationality(x, american)→ ¬Nationality(x, german))","Nationality(josephKmak, german)
PlayInMLB(josephKmak)
IsCatcher(josephKmak)",,
34,"Rafa Nadal was born in Mallorca.
Rafa Nadal is a professional tennis player.
Nadal's win ratio is high.
All players in the Big 3 are professionals who have a high win ratio.","Nadal was not born in Mallorca.
Nadal is in the Big 3.
Nadal is the greatest player of all time.","F
U
U","BornIn(rafaNadal, mallorca)
ProfessionalTennisPlayer(rafaNadal)
HighWinRatio(rafaNadal)
∀x ((ProfessionalTennisPlayer(x) ∧ InBig3(x)) → HighWinRatio(x))","¬BornIn(rafaNadal, mallorca)
InBig3(rafaNadal)
GreatestOfAllTime(rafaNadal)",,
35,"An Olympian is a person who trains for an Olympic sport and goes to the Olympics.
Carlos Reyes trains for an Olympic sport.
Carlos Reyes went to the Olympics.
Carlos Reyes is a welterweight.
Heavy weights are not welterweights.","Carlos Reyes is an Olympian.
Carlos Reyes is a heavy weight.
Carlos Reyes won an Olympic medal.","T
F
U","∀x ((DoesOlympicSport(x) ∧ GoesToOlympicGames(x)) → Olympian(x))
DoesOlympicSport(carlosReyes)
GoesToOlympicGames(carlosReyes)
WelterWeight(carlosReyes)
∀x (WelterWeight(x) → ¬ HeavyWeight(x))","Olympian(carlosReyes)
HeavyWeight(carlosReyes)
WonOlympicMedal(carlosReyes)",,
36,"Tyga is a rapper.
Rappers release rap albums.
Tyga released the Well Done 3 album.
Rappers are not opera singers.","Well Done 3 is a rap album.
Tyga is an opera singer.
Well Done 3 is worth listening to.","T
F
U","IsRapper(tyga)
∀x ∀y ((IsRapper(x) ∧ ReleasedAlbum(x, y)) → IsRapAlbum(y))
ReleasedAlbum(tyga, wellDone3)
∀x (IsRapper(x) → ¬IsOperaSinger(x))","IsRapAlbum(wellDone3)
IsOperaSinger(tyga)
IsWorthListening(wellDone3)",,
37,"Heptalogyy is a compound literary or narrative work that is made up of seven distinct works.
The Harry Potter series consists of 7 distinct works.
The Chronicles of Narnia consists of 7 distinct works.","The Harry Potter series of books is Heptalogy. 
The Chronicles of Narnia series of books is not Heptalogy.
The Lord of the Rings is Heptalogy. ","T
F
U","∀x (SevenDistinctWorks(x) → Heptalogy(x))
SevenDistinctWorks(harryPotter)
SevenDistinctWorks(chroniclesOfNarnia)","Heptalogy(harryPotter)
¬Heptalogy(chroniclesOfNarnia)
Heptalogy(lordOfRings)",,
38,"The Metropolitan Museum of Art is a museum in NYC.
Whitney Museum of American Art is a museum in NYC.
The Museum of Modern Art (MoMA) is a museum in NYC. 
The Metropolitan Museum of Art includes Byzantine and Islamic Art. 
Whitney Museum of American Art includes American art.","A museum in NYC includes Byzantine and Islamic Art.
A museum in NYC includes American art.
A museum in NYC includes Greek art.","T
T
U","Museum(metropolitanMuseumOfArt) ∧ In(metropolitanMuseumOfArt, nYC)
Museum(whitneyMuseumOfAmericanArt) ∧ In(metropolitanMuseumOfArt, nYC)
Museum(museumOfModernArt) ∧ In(museumOfModernArt, nYC)
Include(metropolitanMuseumOfArt, byzantineArt) ∧ Include(metropolitanMuseumOfArt, islamicArt)
Include(whitneyMuseumOfAmericanArt, americanArt)","∃x (Museum(x) ∧ In(x, nYC) ∧ Include(x, byzantineArt) ∧ Include(x, islamicArt))
∃x (Museum(x) ∧ In(x, nYC) ∧ Include(x, americanArt))
∃x (Museum(x) ∧ In(x, nYC) ∧ Include(x, greekArt))",,
39,"""Your Woman"" is a song by the British one-person band White Town.
""Your Woman"" song peaked at No. 1 on the UK Singles Chart.
If a song peaked at No.1 at a particular place, it was extremely popular.
""Your Woman"" peaked at No. 1 in Iceland, Israel, and Spain.","""Your Woman"" was extremely popular.
White Town did not produce any popular songs.
White Town was a successful band.","T
F
U","Produce(whiteTown, yourWoman) ∧ OnePersonBand(whiteTown)
Peak(yourWoman, uKSinglesChart)
∀x ((∃y(Peak(x, y))) → Popular(x))
Peak(yourWoman, iceland) ∧ Peak(yourWoman, israel) ∧ Peak(yourWoman, spain)","Popular(yourWoman)
∀x (Produce(whiteTown, x) → ¬Popular(x))
Successful(whiteTown)",,
40,"If someone can run far and navigate using a map, they can participate in orienteering.
Fit people can run far.
People who have a good sense of direction can use a map.
Military officers are fit.
Hailee is a military officer and has a good sense of direction.
Karl is not a military officer and can use a map.","Hailee can participate in orienteering.
Karl can not participate in orienteering.","T
U","∀x ((RunFar(x) ∧ UseMap(x)) → Orienteer(x))
∀x (Fit(x) → RunFar(x))
∀x (SenseDirection(x) → UseMap(x))
∀x (MilitaryOfficer(x) → Fit(x))
MilitaryOfficer(hailee) ∧ SenseDirection(hailee)
¬MilitaryOfficer(karl) ∧ UseMap(karl)","Orienteer(hailee)
¬Orienteer(karl)",,
41,"Federico Garcia Lorca was a talented Spanish poet, and he supported the Popular Front.
The Spanish Nationalists opposed anyone who supported the Popular Front
Talented poets are popular.
Spanish Nationalists killed anyone who they opposed and who was popular.
Daniel supported the Popular Front but was not popular.","The Spanish Nationalists killed Daniel. 
The Spanish Nationalists killed Lorca.","U
T","TalentedPoet(lorca) ∧ Support(lorca, populists)
∀x (Support(x, populists) → Opposed(nationalists, x))
∀x (TalentedPoet(x) → Popular(x))
∀x ((Opposed(nationalists, x) ∧ Popular(x)) → Killed(nationalists, x))
Support(daniel, populists) ∧ (¬Popular(daniel))","¬Killed(nationalists, daniel)
Killed(nationalists, lorca)",,
42,"James Cocks was a British lawyer.
James Cocks was a Whig politician who sat in the House of Commons.
A British is a European.
Any lawyer is familiar with laws.
Some Whigs speak French.","No lawyer ever sat in the House of Commons.
Some European was familiar with laws.
James Cocks speaks French.","F
T
U","British(james) ∧ Lawyer(james)
Whig(james) ∧ Politician(james) ∧ SatInHouseOfCommons(james)
∀x (British(x) → European(x))
∀x (Lawyer(x) → FamiliarWithLaws(x))
∃x ∃y (Whig(x) ∧ SpeakFrench(x)) ∧ (¬(x=y)) ∧ (Whig(y) ∧ SpeakFrench(y))","∀x (Lawyer(x) → ¬SatInHouseOfCommons(x))
∃x (European(x) ∧ FamiliarWithLaws(x))
SpeakFrench(james)",,
43,"Imagine Dragons are an American pop-rock band.
The lead singer of Imagine Dragons is Dan.
Dan is also a songwriter.
All lead singers are singers.
All singers are musicians.
Demons is one of the most popular singles of Imagine Dragons.
Some singles of Imagine Dragons have been on Billboard Hot 100.","Some rock band has a lead singer who is also a songwriter.
Dan is not a musician.
Demons has been on Billboard Hot 100.","T
F
U","American(imagineDragon) ∧ RockBand(imagineDragon)
LeadSinger(imagineDragon, dan)
SongWriter(dan)
∀x ∀y (LeadSinger(x, y) → Singer(y))
∀x (Singer(x) → Musician(x))
PopularSingle(imagineDragon, demons)
∃x ∃y (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x)) ∧ (¬(x=y)) ∧ (PopularSingle(imagineDragon, y) ∧ BillboardHot100(y))","∃x ∃y (RockBand(x) ∧ LeadSinger(x, y) ∧ SongWriter(y))
¬Musician(dan)
BillboardHot100(demons)",,
44,"Andrew Wilson is a British historian and political scientist.
Andrew Wilson specializes in all countries in Eastern Europe.
Poland is in Eastern Europe.
Andrew Wilson is born in Britain.
Britain is not in Eastern Europe.","Andrew Wilson is born in Eastern Europe.
Andrew Wilson specializes in Poland.
Andrew Wilson specializes in Britain.
No British are political scientists.","U
T
U
F","British(andrewWilson) ∧ Historian(andrewWilson) ∧ PoliticalScientist(andrewWilson)
∀x (LocatedIn(x, easternEurope)→ SpecializeIn(andrewWilson, x))
LocatedIn(poland, easternEurope)
BornIn(andrewWilson, britain)
¬LocatedIn(britain, easternEurope)","BornIn(andrewWilson, easternEurope)
SpecializeIn(andrewWilson, poland)
SpecializeIn(andrewWilson, britain)
∀x (British(x) → ¬PoliticalScientist(x))",,
45,"SR 287 is in Alabama.
Alabama is in the United States.
US 31 intersects with SR 287.
CR 47 intersects with SR 287.
If place A is located in place B and place B is located in place C, then place A is located in place C.","US 31 is in Alabama.
CR 47 is not in Alabama.
SR 287 is in the United States.","U
U
T","In(sR287, alabama)
In(alabama, unitedStates)
Intersect(uS31, sR287)
Intersect(cR47, sR287)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","In(uS31, alabama)
¬In(cR47, alabama)
In(sR287, unitedStates)",,
46,"Breeding back is a form of artificial selection by the deliberate selective breeding of domestic animals.
Heck cattle were bred back in the 1920s to resemble the aurochs.
Heck cattle are animals.
Aurochs are animals.
Some animals to be bred back resemble extinct animals.","Some Heck cattle are artificially selected.
Aurochs are extinct.","T
U","∀x (BreedingBack(x) → (ArtificialSelection(x) ∧ DeliberateSelectiveBreedingOfDomesticAnimals(x)))
∃x ∃y (HeckCattle(x) ∧ BreedingBack(x) ∧ Auroch(y) ∧ Resemble(x, y))
∀x (HeckCattle(x) → Animal(x))
∀x (Auroch(x) → Animal(x))
∃x ∃y (Animal(x) ∧ Animal(y) ∧ (¬(x=y)) ∧ BreedingBack(x) ∧ BreedingBack(y) ∧ (∃w(Dead(w) ∧ Resemble(x, w)) ∧ (¬(w=z)) ∧ (∃z(Dead(z) ∧ Resemble(y, z))))","∃x ∃y(HeckCattle(x) ∧ ArtificialSelection(x) ∧ (¬(x=y)) ∧ HeckCattle(y) ∧ ArtificialSelection(y))
∀x (Auroch(x) → Dead(x))",,
47,"A controlled substance is a drug.
There exist both harmful and beneficial controlled substances.
If a child is exposed to a controlled substance, they are in chemical endangerment.
Chemical Endangerment is harmful. 
The Controlled Substances Act was an act passed in 1971.
Some Acts prevent harmful things.","The Controlled Substances Act prevents harmful things.
Some drugs are beneficial. 
A child in chemical endangerment is in harm. ","U
T
T","∀x (ControlledSubstances(x) → Drugs(x))
∃x ∃y (ControlledSubstances(x) ∧ ControlledSubstances(y) ∧ (¬(x=y)) ∧ Beneficial(x) ∧ Harmful(y))
∀x ∀y ((Child(x) ∧ ControlledSubstances(y) ∧ ExposedTo(x, y)) → InChemicalEndangerment(x))
∀x (InChemicalEndangerment(x) → Harmful(x))
PassedIn(controlledSubstancesAct, yr1971) ∧ Act(controlledSubstancesAct)
∃x ∃y(Act(x) ∧ PreventsHarm(x) ∧ (¬(x=y)) ∧ Act(y) ∧ PreventsHarm(y))","PreventsHarm(controlledSubstancesAct)
∃x ∃y(Drugs(x) ∧ Beneficial(x) ∧ (¬(x=y)) ∧ Drugs(y) ∧ Beneficial(y))
∀x ((Child(x) ∧ InChemicalEndangerment(x)) → Harmful(x))",,
48,"Douglas Adams is an author who created the book collection called The Salmon of Doubt. 
The Salmon of Doubt is about life experiences and technology.
All authors are writers.
Writers create innovative ideas.
Some books that contain innovative ideas are about technology.","Douglas Adams is a writer.
Douglas Adams created innovative ideas.
The Salmon of Doubt has no innovative Ideas.","T
T
U","Author(douglasAdams) ∧ Authored(douglasAdams, theSalmonOfDoubt) ∧ Book(theSalmonOfDoubt)
About(theSalmonOfDoubt, lifeExperience) ∧ About(theSalmonOfDoubt, technology)
∀x (Author(x) → Writer(x))
∀x (Writer(x) → Create(x, innovativeIdea))
∃x ∃y (Contain(x, innovativeIdea) ∧ About(x, technology) ∧ (¬(x=y)) ∧ (Contain(y, innovativeIdea) ∧ About(y, technology)))","Writer(douglasAdams)
Create(douglasAdams, innovativeIdea)
¬Contain(theSalmonOfDoubt, innovativeIdea)",,
49,"Quincy McDuffie is an American professional wide receiver in Canadian Football.
People who can catch balls are good wide receivers. 
Quincy McDuffie can catch some footballs easily.
Good wide receivers play professionally.
Good wide receivers can catch with both their left and right hand.
All footballs are balls.","Quincy McDuffie is a good wide receiver.
Quincy McDuffie can catch every ball.
Professional wide receivers are good at catching balls.","T
U
U","American(quincyMcduffie) ∧ Professional(quincyMcduffie) ∧ WideReciever(quincyMcduffie) ∧ PlaysIn(quincyMcduffie, cFL)
∀x ((∃y(CanCatch(x, y) ∧ Ball(y))) → GoodWideReceiver(x))
∃x ∃y (Football(x) ∧ CanCatch(quincymcduffie, x)) ∧ (¬(x=y) ∧ (Football(y) ∧ CanCatch(quincymcduffie, y))
∀x (GoodWideReceiver(x) → Professional(x))
∀x (GoodWideReceiver(x) → (CanCatchWith(x, lefthand) ∧ CanCatchWith(x, righthand)))
∀x (Football(x) → Ball(x))","GoodWideReceiver(quincyMcduffie)
∀x (Ball(x) → CanCatch(quincymcduffie, x))
∀x ((Professional(x) ∧ WideReciever(x)) → Good(x, catchingballs))",,
50,"If a building has a top cover, that building has a roof.  
Roofs protect people and block sunlight.
Some roofs are built out of concrete.
Some roofs are built out of seagrass.
Concrete is stronger than seagrass.","No roof means no protection.
Roofs built out of concrete are stronger than roofs built out of seagrass.
Concrete roofs do not block out sunlight.","U
T
F","∀x (TopCover(x) → (∃y(Roof(y)))
∀x (Roof(x) → (Protect(x) ∧ BlockSunlight(x)))
∃x ∃y  (Roof(x) ∧ Concrete(x)) ∧ (¬(x=y) ∧ Roof(y) ∧ Concrete(y))
∃x ∃y  (Roof(x) ∧ Seagrass(x)) ∧ (¬(x=y) ∧ Roof(y) ∧ Seagrass(y))
∀x ∀y ((Concrete(x) ∧ Seagrass(y)) → Stronger(x, y))","∀x (¬Roof(x) → ¬Protect(x))
∀x ∀y ((Roof(x) ∧ Concrete(x) ∧ Roof(y) ∧ Seagrass(y)) → Stronger(x, y))
∀x ((Roof(x) ∧ Concrete(x)) → (¬BlockSunlight(x)))",,
51,"The summer Olympic games is a sporting event. 
The last summer Olympic games was in Tokyo.
The United States won the most medals in Tokyo. ","The world championships is a sporting event. 
The last summer Olympic games were not in Tokyo.
The United States won the most medals in the last summer Olympic games.","U
F
T","SportingEvent(olympics)
LastSummerOlympics(tokyo)
MostMedals(unitedStates, tokyo)","SportingEvent(champs)
¬LastSummerOlympics(tokyo)
∃x (LastSummerOlympics(x) ∧ MostMedals(unitedStates, x))",,
52,"The Lumina APV is produced by Chevrolet. 
The Astro is a van produced by Chevrolet. 
Vehicles produced by Chevrolet in this batch are either cars or vans.","The Lumina APV is a van.
The Lumina APV is either a car or a van. 
The Astro is a van. 
The Astro is a car. ","U
T
T
F","ProducedBy(luminaAPV, chevrolet)
ProducedBy(astro, chevrolet) ∧ Van(astro)
∀x (Vehicle(x) ∧ ProducedBy(x, chevrolet) ∧ InThisBatch(x) → (Car(x) ⊕ Van(x)))","Van(luminaAPV)
Car(luminaAPV) ⊕ Van(luminaAPV)
Van(astro)
Car(astro)",,
53,"Pasifika New Zealanders are a pan-ethnic group of New Zealanders. 
Asian New Zealanders are a pan-ethnic group of New Zealanders. 
Pasifika New Zealanders are not Asian New Zealanders.
Pasifika New Zealanders speak Samoan. 
Joe is a Pasifika New Zealander. 
Amy speaks Samoan. ","Amy is an Pasifika New Zealander. 
Amy is an Asian New Zealander. 
Joe is an Asian New Zealander. 
Joe speaks Samoan. ","U
U
F
T","∀x (PasifikaNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (PasifikaNewZealanders(y) ∧ PasifikaNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (AsianNewZealanders(x) → NewZealanders(x)) ∧ ∃y∃z (AsianNewZealanders(y) ∧ AsianNewZealanders(z) ∧ DifferentEthnicGroups(y,z))
∀x (PasifikaNewZealanders(x) → ¬AsianNewZealanders(x))
∀x (PasifikaNewZealanders(x) → SpeakSamoan(x))
PasifikaNewZealanders(joe)
SpeakSamoan(amy)","PasifikaNewZealanders(amy)
AsianNewZealanders(amy)
AsianNewZealanders(joe)
SpeakSamoan(joe)",,
54,"A roundel is a rounded artillery fortification.
A roundel is not higher than adjacent walls. 
Cannons can be deployed on artillery fortifications. 
Roundels are the oldest artillery fortifications.
Battery towers are artillery fortifications.","Cannons can be deployed on battery towers. 
Roundels are older than battery towers.
Battery towers are higher than adjacent walls.
Cannons can be deployed on roundels.","T
T
U
T","∀x (Roundel(x) → (Rounded(x) ∧ ArtilleryFortification(x)))
∀x ∀y ((Roundel(x) ∧ AdjacentWalls(x,y)) → ¬Higher(x, y))
∀x (ArtilleryFortification(x) → DeployCannons(x))
∀x ∀y ((Roundel(x) ∧ ArtilleryFortification(y)) → Older(x, y))
∀x (BatteryTower(x) → ArtilleryFortification(x))","∀x (BatteryTower(x) → DeployCannons(x))
∀x ∀y ((Roundel(x) ∧ BatteryTower(y)) → Older(x, y))
∀x ∀y ((BatteryTower(x) ∧ AdjacentWall(x,y)) → Higher(x, y))
∀x (Roundel(x) → DeployCannons(x))",,
55,"A businessperson is someone who has ownership over part of a company. 
People who own a company make money from it. 
A businessperson can be either a businessman or a businesswoman. 
Many businesspersons are extroverted.
Businesspersons can handle money well.
Bob is a businessman who has ownership over Microsoft.","Bob is extroverted.
Bob can handle money well.
Bob is a businessperson who makes money off Microsoft.","U
T
T
","∀x (BusinessPerson(x) → ∃y(Company(y) ∧ Ownership(x, y)))
∀x ∀y (Ownership(x, y) → MakeMoney(x, y))
∀x (BusinessPerson(x) → (BusinessMan(x) ⊕ BusinessWoman(x)))
∃x (BusinessPerson(x) ∧ Extrovert(x))
∀x (BusinessPerson(x) → HandleMoney(x))
BusinessPerson(bob) ∧ Ownership(bob, microsoft)","Extrovert(bob)
HandleMoney(bob)
BusinessPerson(bob) ∧ MakeMoney(bob, microsoft)",,
